"","Zip","City","State","Latitude","Longitude","Timezone","Daylight.savings.time.flag","geopoint"
"5713",30520,"Canon","GA",34.338008,-83.09656,-5,1,"34.338008,-83.09656"
"5714",31096,"Wrightsville","GA",32.71732,-82.68926,-5,1,"32.71732,-82.68926"
"5715",72404,"Jonesboro","AR",35.781707,-90.74506,-6,1,"35.781707,-90.74506"
"5716",73134,"Oklahoma City","OK",35.612359,-97.57152,-6,1,"35.612359,-97.57152"
"5717",11530,"Garden City","NY",40.725257,-73.64056,-5,1,"40.725257,-73.64056"
"5718",28502,"Kinston","NC",35.288558,-77.662614,-5,1,"35.288558,-77.662614"
"5719",69021,"Benkelman","NE",40.097723,-101.54055,-7,1,"40.097723,-101.54055"
"5720",11779,"Ronkonkoma","NY",40.818826,-73.1187,-5,1,"40.818826,-73.1187"
"5721",90277,"Redondo Beach","CA",33.828815,-118.38322,-8,1,"33.828815,-118.38322"
"5722",12750,"Kenoza Lake","NY",41.729581,-74.961146,-5,1,"41.729581,-74.961146"
"5723",70645,"Hackberry","LA",29.995358,-93.37575,-6,1,"29.995358,-93.37575"
"5724",28009,"Badin","NC",35.40846,-80.11171,-5,1,"35.40846,-80.11171"
"5725",91361,"Westlake Village","CA",34.14348,-118.85608,-8,1,"34.14348,-118.85608"
"5726",41832,"Letcher","KY",37.148006,-82.95634,-5,1,"37.148006,-82.95634"
"5727",98439,"Lakewood","WA",47.12562,-122.52294,-8,1,"47.12562,-122.52294"
"5728",730,"Ponce","PR",18.022626,-66.61727,-4,0,"18.022626,-66.61727"
"5729",99720,"Allakaket","AK",66.557586,-152.6559,-9,1,"66.557586,-152.6559"
"5730",19492,"Zieglerville","PA",40.281036,-75.486,-5,1,"40.281036,-75.486"
"5731",97449,"Lakeside","OR",43.58119,-124.1557,-8,1,"43.58119,-124.1557"
"5732",5857,"Newport Center","VT",44.944231,-72.30054,-5,1,"44.944231,-72.30054"
"5733",71944,"Grannis","AR",34.24238,-94.35535,-6,1,"34.24238,-94.35535"
"5734",59740,"McAllister","MT",45.462512,-111.76367,-7,1,"45.462512,-111.76367"
"5735",30513,"Blue Ridge","GA",34.851171,-84.32905,-5,1,"34.851171,-84.32905"
"5736",60019,"Des Plaines","IL",42.024278,-87.907066,-6,1,"42.024278,-87.907066"
"5737",33404,"West Palm Beach","FL",26.782114,-80.06528,-5,1,"26.782114,-80.06528"
"5738",60051,"Mchenry","IL",42.324761,-88.452481,-6,1,"42.324761,-88.452481"
"5739",33601,"Tampa","FL",27.996097,-82.582035,-5,1,"27.996097,-82.582035"
"5740",83852,"Ponderay","ID",48.30476,-116.53305,-8,1,"48.30476,-116.53305"
"5741",37058,"Dover","TN",36.477136,-87.85877,-6,1,"36.477136,-87.85877"
"5742",38152,"Memphis","TN",35.201738,-89.971538,-6,1,"35.201738,-89.971538"
"5743",85017,"Phoenix","AZ",33.514092,-112.12285,-7,0,"33.514092,-112.12285"
"5744",43941,"Piney Fork","OH",40.263948,-80.835767,-5,1,"40.263948,-80.835767"
"5745",47464,"Stinesville","IN",39.298595,-86.6512,-5,0,"39.298595,-86.6512"
"5746",28283,"Charlotte","NC",35.26002,-80.804151,-5,1,"35.26002,-80.804151"
"5747",75642,"Elysian Fields","TX",32.386275,-94.210541,-6,1,"32.386275,-94.210541"
"5748",25630,"Lorado","WV",37.80126,-81.70802,-5,1,"37.80126,-81.70802"
"5749",83303,"Twin Falls","ID",42.456273,-114.519536,-7,1,"42.456273,-114.519536"
"5750",26266,"Upperglade","WV",38.41012,-80.49595,-5,1,"38.41012,-80.49595"
"5751",55962,"Peterson","MN",43.762272,-91.8453,-6,1,"43.762272,-91.8453"
"5752",91776,"San Gabriel","CA",34.089059,-118.0951,-8,1,"34.089059,-118.0951"
"5753",50236,"Roland","IA",42.168363,-93.49432,-6,1,"42.168363,-93.49432"
"5754",98030,"Kent","WA",47.369098,-122.192276,-8,1,"47.369098,-122.192276"
"5755",72959,"Winslow","AR",35.797792,-94.11367,-6,1,"35.797792,-94.11367"
"5756",73014,"Calumet","OK",35.587497,-98.14506,-6,1,"35.587497,-98.14506"
"5757",74738,"Grant","OK",33.917165,-95.4894,-6,1,"33.917165,-95.4894"
"5758",95720,"Kyburz","CA",38.771209,-120.26765,-8,1,"38.771209,-120.26765"
"5759",95818,"Sacramento","CA",38.556576,-121.49285,-8,1,"38.556576,-121.49285"
"5760",66449,"Leonardville","KS",39.383205,-96.85876,-6,1,"39.383205,-96.85876"
"5761",66780,"Walnut","KS",37.603419,-95.06279,-6,1,"37.603419,-95.06279"
"5762",67210,"Wichita","KS",37.638946,-97.26652,-6,1,"37.638946,-97.26652"
"5763",68507,"Lincoln","NE",40.85115,-96.62914,-6,1,"40.85115,-96.62914"
"5764",69220,"Sparks","NE",42.940698,-100.25556,-6,1,"42.940698,-100.25556"
"5765",70542,"Gueydan","LA",30.005408,-92.54417,-6,1,"30.005408,-92.54417"
"5766",30034,"Decatur","GA",33.693448,-84.24743,-5,1,"33.693448,-84.24743"
"5767",48881,"Saranac","MI",42.929829,-85.20938,-5,1,"42.929829,-85.20938"
"5768",49075,"Nottawa","MI",41.916374,-85.45029,-5,1,"41.916374,-85.45029"
"5769",13763,"Endicott","NY",42.206745,-75.74488,-5,1,"42.206745,-75.74488"
"5770",12179,"Troy","NY",42.71144,-73.525561,-5,1,"42.71144,-73.525561"
"5771",56215,"Benson","MN",45.317872,-95.57247,-6,1,"45.317872,-95.57247"
"5772",75831,"Buffalo","TX",31.453732,-96.03725,-6,1,"31.453732,-96.03725"
"5773",14058,"Elba","NY",43.091886,-78.15151,-5,1,"43.091886,-78.15151"
"5774",6384,"Voluntown","CT",41.5787,-71.85668,-5,1,"41.5787,-71.85668"
"5775",18211,"Andreas","PA",40.749289,-75.82947,-5,1,"40.749289,-75.82947"
"5776",19010,"Bryn Mawr","PA",40.02371,-75.32764,-5,1,"40.02371,-75.32764"
"5777",4783,"Stockholm","ME",47.049301,-68.20823,-5,1,"47.049301,-68.20823"
"5778",8884,"Spotswood","NJ",40.39159,-74.39329,-5,1,"40.39159,-74.39329"
"5779",62921,"Colp","IL",37.804876,-89.08118,-6,1,"37.804876,-89.08118"
"5780",63036,"French Village","MO",37.97861,-90.34637,-6,1,"37.97861,-90.34637"
"5781",745,"Rio Grande","PR",18.366213,-65.82277,-4,0,"18.366213,-65.82277"
"5782",1245,"Monterey","MA",42.180659,-73.20849,-5,1,"42.180659,-73.20849"
"5783",19540,"Mohnton","PA",40.250592,-75.96683,-5,1,"40.250592,-75.96683"
"5784",29204,"Columbia","SC",34.027955,-81.00008,-5,1,"34.027955,-81.00008"
"5785",12484,"Stone Ridge","NY",41.850294,-74.16619,-5,1,"41.850294,-74.16619"
"5786",12760,"Long Eddy","NY",41.901849,-75.10493,-5,1,"41.901849,-75.10493"
"5787",27563,"Norlina","NC",36.450603,-78.21676,-5,1,"36.450603,-78.21676"
"5788",28220,"Charlotte","NC",35.26002,-80.804151,-5,1,"35.26002,-80.804151"
"5789",10048,"New York","NY",40.712086,-74.01227,-5,1,"40.712086,-74.01227"
"5790",45873,"Oakwood","OH",41.107804,-84.39098,-5,1,"41.107804,-84.39098"
"5791",46914,"Bunker Hill","IN",40.646736,-86.09952,-5,0,"40.646736,-86.09952"
"5792",46917,"Camden","IN",40.626913,-86.475,-5,0,"40.626913,-86.475"
"5793",49066,"Leonidas","MI",42.037422,-85.35683,-5,1,"42.037422,-85.35683"
"5794",40370,"Sadieville","KY",38.399525,-84.53353,-5,1,"38.399525,-84.53353"
"5795",40923,"Cannon","KY",36.920165,-83.85699,-5,1,"36.920165,-83.85699"
"5796",43093,"Newark","OH",40.095148,-82.482659,-5,1,"40.095148,-82.482659"
"5797",43223,"Columbus","OH",39.935263,-83.04558,-5,1,"39.935263,-83.04558"
"5798",37916,"Knoxville","TN",35.955732,-83.93271,-5,1,"35.955732,-83.93271"
"5799",38231,"Henry","TN",36.210847,-88.42518,-6,1,"36.210847,-88.42518"
"5800",38773,"Shaw","MS",33.613093,-90.77527,-6,1,"33.613093,-90.77527"
"5801",38866,"Saltillo","MS",34.360547,-88.68079,-6,1,"34.360547,-88.68079"
"5802",56047,"Huntley","MN",43.738397,-94.228897,-6,1,"43.738397,-94.228897"
"5803",57063,"Tabor","SD",42.944651,-97.68587,-6,1,"42.944651,-97.68587"
"5804",44889,"Wakeman","OH",41.24323,-82.38848,-5,1,"41.24323,-82.38848"
"5805",45067,"Trenton","OH",39.482307,-84.46429,-5,1,"39.482307,-84.46429"
"5806",45122,"Goshen","OH",39.222264,-84.11831,-5,1,"39.222264,-84.11831"
"5807",44816,"Birmingham","OH",41.331398,-82.35278,-5,1,"41.331398,-82.35278"
"5808",44825,"Chatfield","OH",40.952927,-82.94232,-5,1,"40.952927,-82.94232"
"5809",45258,"Cincinnati","OH",39.166759,-84.53822,-5,1,"39.166759,-84.53822"
"5810",45415,"Dayton","OH",39.837256,-84.26016,-5,1,"39.837256,-84.26016"
"5811",57108,"Sioux Falls","SD",43.488472,-96.72258,-6,1,"43.488472,-96.72258"
"5812",57424,"Ashton","SD",45.008745,-98.52375,-6,1,"45.008745,-98.52375"
"5813",41255,"Sitka","KY",37.916221,-82.83962,-5,1,"37.916221,-82.83962"
"5814",43146,"Orient","OH",39.786202,-83.1469,-5,1,"39.786202,-83.1469"
"5815",43516,"Deshler","OH",41.211032,-83.89827,-5,1,"41.211032,-83.89827"
"5816",35261,"Birmingham","AL",33.544622,-86.929208,-6,1,"33.544622,-86.929208"
"5817",4563,"Cushing","ME",43.993356,-69.26819,-5,1,"43.993356,-69.26819"
"5818",91785,"Upland","CA",34.839964,-115.967051,-8,1,"34.839964,-115.967051"
"5819",92018,"Carlsbad","CA",33.016928,-116.846046,-8,1,"33.016928,-116.846046"
"5820",98405,"Tacoma","WA",47.248953,-122.46599,-8,1,"47.248953,-122.46599"
"5821",99584,"Flat","AK",65.226375,-151.025085,-9,1,"65.226375,-151.025085"
"5822",99929,"Wrangell","AK",56.409507,-132.33822,-9,1,"56.409507,-132.33822"
"5823",81222,"Coaldale","CO",38.374462,-105.76738,-7,1,"38.374462,-105.76738"
"5824",82936,"Lontetree","WY",41.081086,-110.22391,-7,1,"41.081086,-110.22391"
"5825",75844,"Grapeland","TX",31.505916,-95.46315,-6,1,"31.505916,-95.46315"
"5826",76253,"Myra","TX",33.624401,-97.31704,-6,1,"33.624401,-97.31704"
"5827",94257,"Sacramento","CA",38.377411,-121.444429,-8,1,"38.377411,-121.444429"
"5828",95554,"Myers Flat","CA",40.2959,-123.77902,-8,1,"40.2959,-123.77902"
"5829",96028,"Fall River Mills","CA",41.056097,-121.49021,-8,1,"41.056097,-121.49021"
"5830",78626,"Georgetown","TX",30.643058,-97.64713,-6,1,"30.643058,-97.64713"
"5831",90048,"Los Angeles","CA",34.073759,-118.37376,-8,1,"34.073759,-118.37376"
"5832",92408,"San Bernardino","CA",34.080662,-117.27357,-8,1,"34.080662,-117.27357"
"5833",70450,"Mount Hermon","LA",30.944302,-90.26252,-6,1,"30.944302,-90.26252"
"5834",71631,"Banks","AR",33.580919,-92.26477,-6,1,"33.580919,-92.26477"
"5835",13326,"Cooperstown","NY",42.703091,-74.91413,-5,1,"42.703091,-74.91413"
"5836",11780,"Saint James","NY",40.884394,-73.15868,-5,1,"40.884394,-73.15868"
"5837",6469,"Moodus","CT",41.506499,-72.44479,-5,1,"41.506499,-72.44479"
"5838",16928,"Knoxville","PA",41.954314,-77.42457,-5,1,"41.954314,-77.42457"
"5839",1608,"Worcester","MA",42.261343,-71.80173,-5,1,"42.261343,-71.80173"
"5840",43524,"Hamler","OH",41.229001,-84.03567,-5,1,"41.229001,-84.03567"
"5841",43606,"Toledo","OH",41.671761,-83.6064,-5,1,"41.671761,-83.6064"
"5842",43612,"Toledo","OH",41.706048,-83.5577,-5,1,"41.706048,-83.5577"
"5843",27298,"Liberty","NC",35.884276,-79.56809,-5,1,"35.884276,-79.56809"
"5844",27542,"Kenly","NC",35.606392,-78.13755,-5,1,"35.606392,-78.13755"
"5845",32254,"Jacksonville","FL",30.336038,-81.72509,-5,1,"30.336038,-81.72509"
"5846",33055,"Opa Locka","FL",25.94422,-80.2773,-5,1,"25.94422,-80.2773"
"5847",47988,"Wallace","IN",39.986538,-87.147674,-5,0,"39.986538,-87.147674"
"5848",48346,"Clarkston","MI",42.720966,-83.4044,-5,1,"42.720966,-83.4044"
"5849",15557,"Rockwood","PA",39.935728,-79.22093,-5,1,"39.935728,-79.22093"
"5850",15744,"Hamilton","PA",40.916407,-79.08397,-5,1,"40.916407,-79.08397"
"5851",16018,"Boyers","PA",40.921145,-79.92758,-5,1,"40.921145,-79.92758"
"5852",6474,"North Westchester","CT",41.464758,-72.127301,-5,1,"41.464758,-72.127301"
"5853",8061,"Mount Royal","NJ",39.807684,-75.20496,-5,1,"39.807684,-75.20496"
"5854",8404,"Atlantic City","NJ",39.509208,-74.608557,-5,1,"39.509208,-74.608557"
"5855",10633,"White Plains","NY",41.119008,-73.732996,-5,1,"41.119008,-73.732996"
"5856",11572,"Oceanside","NY",40.636286,-73.6374,-5,1,"40.636286,-73.6374"
"5857",12441,"Highmount","NY",41.878801,-74.345684,-5,1,"41.878801,-74.345684"
"5858",24044,"Roanoke","VA",37.274175,-79.95786,-5,1,"37.274175,-79.95786"
"5859",13612,"Black River","NY",44.003136,-75.77839,-5,1,"44.003136,-75.77839"
"5860",14537,"Port Gibson","NY",43.033002,-77.157465,-5,1,"43.033002,-77.157465"
"5861",14609,"Rochester","NY",43.175113,-77.56272,-5,1,"43.175113,-77.56272"
"5862",15018,"Buena Vista","PA",40.266358,-79.79325,-5,1,"40.266358,-79.79325"
"5863",20196,"Reston","VA",38.831813,-77.288755,-5,1,"38.831813,-77.288755"
"5864",1501,"Auburn","MA",42.20361,-71.83843,-5,1,"42.20361,-71.83843"
"5865",1748,"Hopkinton","MA",42.220447,-71.53418,-5,1,"42.220447,-71.53418"
"5866",76114,"Fort Worth","TX",32.781329,-97.40099,-6,1,"32.781329,-97.40099"
"5867",78070,"Spring Branch","TX",29.898176,-98.40135,-6,1,"29.898176,-98.40135"
"5868",58725,"Carpio","ND",48.466756,-101.70175,-6,1,"48.466756,-101.70175"
"5869",59404,"Great Falls","MT",47.514307,-111.34499,-7,1,"47.514307,-111.34499"
"5870",15679,"Ruffs Dale","PA",40.17462,-79.63584,-5,1,"40.17462,-79.63584"
"5871",19503,"Bally","PA",40.401044,-75.58836,-5,1,"40.401044,-75.58836"
"5872",25912,"Ramsey","WV",38.041293,-81.064784,-5,1,"38.041293,-81.064784"
"5873",26527,"Cassville","WV",39.578512,-80.093007,-5,1,"39.578512,-80.093007"
"5874",6832,"Greenwich","CT",41.308873,-73.363661,-5,1,"41.308873,-73.363661"
"5875",7436,"Oakland","NJ",41.028884,-74.23727,-5,1,"41.028884,-74.23727"
"5876",8922,"New Brunswick","NJ",40.430006,-74.417344,-5,1,"40.430006,-74.417344"
"5877",12031,"Carlisle","NY",42.770985,-74.44694,-5,1,"42.770985,-74.44694"
"5878",35582,"Red Bay","AL",34.448328,-88.12041,-6,1,"34.448328,-88.12041"
"5879",25682,"Meador","WV",37.583945,-82.04459,-5,1,"37.583945,-82.04459"
"5880",26104,"Parkersburg","WV",39.285724,-81.52639,-5,1,"39.285724,-81.52639"
"5881",42028,"Burna","KY",37.24122,-88.33829,-6,1,"37.24122,-88.33829"
"5882",39307,"Meridian","MS",32.358891,-88.7494,-6,1,"32.358891,-88.7494"
"5883",29681,"Simpsonville","SC",34.762693,-82.24512,-5,1,"34.762693,-82.24512"
"5884",27199,"Winston Salem","NC",36.027482,-80.20728,-5,1,"36.027482,-80.20728"
"5885",32907,"Palm Bay","FL",28.012241,-80.67729,-5,1,"28.012241,-80.67729"
"5886",32127,"Daytona Beach","FL",29.116361,-80.98175,-5,1,"29.116361,-80.98175"
"5887",86031,"Indian Wells","AZ",35.48041,-110.09228,-7,0,"35.48041,-110.09228"
"5888",86038,"Mormon Lake","AZ",34.908287,-111.463026,-7,0,"34.908287,-111.463026"
"5889",76227,"Aubrey","TX",33.274761,-96.99457,-6,1,"33.274761,-96.99457"
"5890",76363,"Goree","TX",33.481208,-99.51447,-6,1,"33.481208,-99.51447"
"5891",76795,"Waco","TX",31.553646,-97.203166,-6,1,"31.553646,-97.203166"
"5892",94563,"Orinda","CA",37.878625,-122.18296,-8,1,"37.878625,-122.18296"
"5893",95017,"Davenport","CA",37.085986,-122.22638,-8,1,"37.085986,-122.22638"
"5894",95250,"Sheep Ranch","CA",38.256839,-120.38102,-8,1,"38.256839,-120.38102"
"5895",95290,"Stockton","CA",37.953473,-121.285257,-8,1,"37.953473,-121.285257"
"5896",88587,"El Paso","TX",31.694842,-106.299987,-7,1,"31.694842,-106.299987"
"5897",89004,"Blue Diamond","NV",36.046247,-115.40483,-8,1,"36.046247,-115.40483"
"5898",35078,"Harpersville","AL",33.337092,-86.44085,-6,1,"33.337092,-86.44085"
"5899",47813,"Terre Haute","IN",39.433602,-87.410094,-5,0,"39.433602,-87.410094"
"5900",49070,"Martin","MI",42.540492,-85.63686,-5,1,"42.540492,-85.63686"
"5901",18053,"Germansville","PA",40.707516,-75.70754,-5,1,"40.707516,-75.70754"
"5902",18615,"Falls","PA",41.449135,-75.85774,-5,1,"41.449135,-75.85774"
"5903",19154,"Philadelphia","PA",40.09146,-74.97719,-5,1,"40.09146,-74.97719"
"5904",19485,"Valley Forge","PA",40.211896,-75.35586,-5,1,"40.211896,-75.35586"
"5905",6412,"Chester","CT",41.408775,-72.47213,-5,1,"41.408775,-72.47213"
"5906",7477,"Wayne","NJ",41.011428,-74.304793,-5,1,"41.011428,-74.304793"
"5907",28471,"Watha","NC",34.605639,-77.99977,-5,1,"34.605639,-77.99977"
"5908",28480,"Wrightsville Beach","NC",34.21222,-77.7981,-5,1,"34.21222,-77.7981"
"5909",29716,"Fort Mill","SC",35.062815,-80.969035,-5,1,"35.062815,-80.969035"
"5910",12823,"Cossayuna","NY",43.178983,-73.40767,-5,1,"43.178983,-73.40767"
"5911",23442,"Temperanceville","VA",37.887538,-75.53645,-5,1,"37.887538,-75.53645"
"5912",19952,"Harrington","DE",38.916908,-75.61343,-5,1,"38.916908,-75.61343"
"5913",20315,"Washington","DC",38.928861,-77.017948,-5,1,"38.928861,-77.017948"
"5914",20682,"Rock Point","MD",38.283551,-76.848093,-5,1,"38.283551,-76.848093"
"5915",26581,"Littleton","WV",39.695772,-80.53077,-5,1,"39.695772,-80.53077"
"5916",27614,"Raleigh","NC",35.939255,-78.60317,-5,1,"35.939255,-78.60317"
"5917",94957,"Ross","CA",38.022322,-122.561689,-8,1,"38.022322,-122.561689"
"5918",95334,"Livingston","CA",37.38025,-120.72614,-8,1,"37.38025,-120.72614"
"5919",95988,"Willows","CA",39.499754,-122.20773,-8,1,"39.499754,-122.20773"
"5920",92129,"San Diego","CA",32.961014,-117.1251,-8,1,"32.961014,-117.1251"
"5921",92414,"San Bernardino","CA",34.839964,-115.967051,-8,1,"34.839964,-115.967051"
"5922",98325,"Chimacum","WA",47.974586,-122.78382,-8,1,"47.974586,-122.78382"
"5923",98388,"Steilacoom","WA",47.164965,-122.6005,-8,1,"47.164965,-122.6005"
"5924",2029,"Providence","RI",41.817398,-71.453674,-5,1,"41.817398,-71.453674"
"5925",2071,"South Walpole","MA",42.101406,-71.27239,-5,1,"42.101406,-71.27239"
"5926",3268,"Salisbury","NH",43.388571,-71.74199,-5,1,"43.388571,-71.74199"
"5927",63072,"Robertsville","MO",38.369435,-90.81792,-6,1,"38.369435,-90.81792"
"5928",78881,"Sabinal","TX",29.361493,-99.50497,-6,1,"29.361493,-99.50497"
"5929",79382,"Wolfforth","TX",33.483465,-102.02033,-6,1,"33.483465,-102.02033"
"5930",79772,"Pecos","TX",31.388404,-103.52515,-6,1,"31.388404,-103.52515"
"5931",80239,"Denver","CO",39.788236,-104.83034,-7,1,"39.788236,-104.83034"
"5932",72231,"Little Rock","AR",34.80189,-92.189397,-6,1,"34.80189,-92.189397"
"5933",81434,"Somerset","CO",38.994185,-107.35526,-7,1,"38.994185,-107.35526"
"5934",84199,"Salt Lake City","UT",40.725946,-111.93942,-7,1,"40.725946,-111.93942"
"5935",84402,"Ogden","UT",41.255285,-111.956721,-7,1,"41.255285,-111.956721"
"5936",84626,"Elberta","UT",39.92519,-111.99559,-7,1,"39.92519,-111.99559"
"5937",58218,"Buxton","ND",47.592267,-97.07503,-6,1,"47.592267,-97.07503"
"5938",68045,"Oakland","NE",41.830827,-96.49444,-6,1,"41.830827,-96.49444"
"5939",68448,"Talmage","NE",40.537185,-96.02353,-6,1,"40.537185,-96.02353"
"5940",73004,"Amber","OK",35.152892,-97.85582,-6,1,"35.152892,-97.85582"
"5941",74741,"Hendrix","OK",33.77061,-96.29927,-6,1,"33.77061,-96.29927"
"5942",76013,"Arlington","TX",32.721632,-97.14698,-6,1,"32.721632,-97.14698"
"5943",76367,"Iowa Park","TX",33.958681,-98.68492,-6,1,"33.958681,-98.68492"
"5944",77446,"Prairie View","TX",30.082131,-95.99178,-6,1,"30.082131,-95.99178"
"5945",51638,"Essex","IA",40.822954,-95.27007,-6,1,"40.822954,-95.27007"
"5946",52154,"Lawler","IA",43.1101,-92.15576,-6,1,"43.1101,-92.15576"
"5947",53003,"Ashippun","WI",43.211067,-88.51649,-6,1,"43.211067,-88.51649"
"5948",54313,"Green Bay","WI",44.564261,-88.10326,-6,1,"44.564261,-88.10326"
"5949",54863,"Stanley","WI",45.458812,-91.712017,-6,1,"45.458812,-91.712017"
"5950",55585,"Monticello","MN",45.200875,-93.888099,-6,1,"45.200875,-93.888099"
"5951",38242,"Paris","TN",36.300311,-88.32891,-6,1,"36.300311,-88.32891"
"5952",39110,"Madison","MS",32.484979,-90.11552,-6,1,"32.484979,-90.11552"
"5953",44010,"Austinburg","OH",41.758952,-80.86289,-5,1,"41.758952,-80.86289"
"5954",47437,"Huron","IN",38.722153,-86.670987,-5,0,"38.722153,-86.670987"
"5955",48228,"Detroit","MI",42.355437,-83.21722,-5,1,"42.355437,-83.21722"
"5956",48305,"Clinton","MI",42.569278,-82.911243,-5,1,"42.569278,-82.911243"
"5957",61115,"Machesney Park","IL",42.352539,-89.04186,-6,1,"42.352539,-89.04186"
"5958",56360,"Osakis","MN",45.884771,-95.10486,-6,1,"45.884771,-95.10486"
"5959",57197,"Sioux Falls","SD",43.674582,-96.79134,-6,1,"43.674582,-96.79134"
"5960",49917,"Copper City","MI",47.283086,-88.38434,-5,1,"47.283086,-88.38434"
"5961",51055,"Sloan","IA",42.221763,-96.24606,-6,1,"42.221763,-96.24606"
"5962",4359,"South Gardiner","ME",44.183266,-69.777196,-5,1,"44.183266,-69.777196"
"5963",5494,"Westford","VT",44.608283,-73.00979,-5,1,"44.608283,-73.00979"
"5964",5601,"Montpelier","VT",44.19906,-72.559638,-5,1,"44.19906,-72.559638"
"5965",680,"Mayaguez","PR",18.205232,-67.12655,-4,0,"18.205232,-67.12655"
"5966",13745,"Chenango Bridge","NY",42.173775,-75.872839,-5,1,"42.173775,-75.872839"
"5967",14038,"Crittenden","NY",42.947259,-78.474444,-5,1,"42.947259,-78.474444"
"5968",14555,"Sodus Point","NY",43.269332,-76.9876,-5,1,"43.269332,-76.9876"
"5969",30756,"Varnell","GA",34.9298,-84.988536,-5,1,"34.9298,-84.988536"
"5970",31516,"Blackshear","GA",31.307234,-82.25779,-5,1,"31.307234,-82.25779"
"5971",33774,"Largo","FL",27.885283,-82.82607,-5,1,"27.885283,-82.82607"
"5972",24175,"Troutville","VA",37.427597,-79.90595,-5,1,"37.427597,-79.90595"
"5973",25714,"Huntington","WV",38.413384,-82.277401,-5,1,"38.413384,-82.277401"
"5974",44230,"Doylestown","OH",40.964111,-81.68961,-5,1,"40.964111,-81.68961"
"5975",11254,"Brooklyn","NY",40.645099,-73.945032,-5,1,"40.645099,-73.945032"
"5976",50641,"Hazleton","IA",42.605576,-91.91229,-6,1,"42.605576,-91.91229"
"5977",20057,"Washington","DC",38.893311,-77.014647,-5,1,"38.893311,-77.014647"
"5978",18014,"Bath","PA",40.747742,-75.40078,-5,1,"40.747742,-75.40078"
"5979",18823,"Harford","PA",41.784395,-75.70091,-5,1,"41.784395,-75.70091"
"5980",12033,"Castleton On Hudson","NY",42.534631,-73.71327,-5,1,"42.534631,-73.71327"
"5981",12766,"North Branch","NY",41.815316,-74.97995,-5,1,"41.815316,-74.97995"
"5982",29175,"Westville","SC",34.443733,-80.60138,-5,1,"34.443733,-80.60138"
"5983",29472,"Ridgeville","SC",33.03271,-80.31958,-5,1,"33.03271,-80.31958"
"5984",63840,"Deering","MO",36.213318,-89.748102,-6,1,"36.213318,-89.748102"
"5985",72215,"Little Rock","AR",34.751918,-92.392487,-6,1,"34.751918,-92.392487"
"5986",25919,"Skelton","WV",37.800481,-81.180561,-5,1,"37.800481,-81.180561"
"5987",11499,"Jamaica","NY",40.651378,-73.870779,-5,1,"40.651378,-73.870779"
"5988",74456,"Preston","OK",35.712025,-95.99717,-6,1,"35.712025,-95.99717"
"5989",77212,"Houston","TX",29.83399,-95.434241,-6,1,"29.83399,-95.434241"
"5990",28658,"Newton","NC",35.653437,-81.23443,-5,1,"35.653437,-81.23443"
"5991",90264,"Malibu","CA",33.786594,-118.298662,-8,1,"33.786594,-118.298662"
"5992",11963,"Sag Harbor","NY",40.99628,-72.31074,-5,1,"40.99628,-72.31074"
"5993",78934,"Columbus","TX",29.712052,-96.56134,-6,1,"29.712052,-96.56134"
"5994",28003,"Marshville","NC",34.995653,-80.355204,-5,1,"34.995653,-80.355204"
"5995",91304,"Canoga Park","CA",34.218654,-118.62538,-8,1,"34.218654,-118.62538"
"5996",37051,"Cumberland Furnace","TN",36.310027,-87.4128,-6,1,"36.310027,-87.4128"
"5997",98036,"Lynnwood","WA",47.808816,-122.28394,-8,1,"47.808816,-122.28394"
"5998",43620,"Toledo","OH",41.665849,-83.55218,-5,1,"41.665849,-83.55218"
"5999",98537,"Cosmopolis","WA",46.899189,-123.6907,-8,1,"46.899189,-123.6907"
"6000",19039,"Gradyville","PA",39.88211,-75.337234,-5,1,"39.88211,-75.337234"
"6001",96064,"Montague","CA",41.736424,-122.40008,-8,1,"41.736424,-122.40008"
"6002",28399,"White Oak","NC",34.786138,-78.70765,-5,1,"34.786138,-78.70765"
"6003",44663,"New Philadelphia","OH",40.477187,-81.44439,-5,1,"40.477187,-81.44439"
"6004",46242,"Indianapolis","IN",39.779492,-86.132837,-5,0,"39.779492,-86.132837"
"6005",46850,"Fort Wayne","IN",41.093763,-85.070713,-5,0,"41.093763,-85.070713"
"6006",31808,"Fortson","GA",32.638885,-85.00736,-5,1,"32.638885,-85.00736"
"6007",32223,"Jacksonville","FL",30.159091,-81.63073,-5,1,"30.159091,-81.63073"
"6008",33405,"West Palm Beach","FL",26.669744,-80.0585,-5,1,"26.669744,-80.0585"
"6009",33571,"Sun City Center","FL",27.720111,-82.453041,-5,1,"27.720111,-82.453041"
"6010",20007,"Washington","DC",38.913961,-77.07179,-5,1,"38.913961,-77.07179"
"6011",20535,"Washington","DC",38.894097,-77.025133,-5,1,"38.894097,-77.025133"
"6012",58265,"Neche","ND",48.956342,-97.59021,-6,1,"48.956342,-97.59021"
"6013",61344,"Mineral","IL",41.394429,-89.84111,-6,1,"41.394429,-89.84111"
"6014",61819,"Bryant","IL",40.466273,-90.095368,-6,1,"40.466273,-90.095368"
"6015",68330,"Cordova","NE",40.716216,-97.3522,-6,1,"40.716216,-97.3522"
"6016",68737,"Foster","NE",42.272213,-97.67446,-6,1,"42.272213,-97.67446"
"6017",68975,"Saronville","NE",40.605538,-97.94955,-6,1,"40.605538,-97.94955"
